KO_ID	P1	P2	P3	P4	I1	I2	I3	I4
K00891	9	68	42	45	61	40	19	2
K00892	1	5	1	10	10	6	5	1
K00893	0	0	0	2	4	6	0	0
K00894	0	0	0	0	0	0	0	0
K00895	2	22	13	12	14	9	6	1
K00899	1	7	7	5	9	7	3	2
K00900	0	0	0	0	0	0	0	0
K00901	9	75	48	36	69	72	15	6
K00902	0	0	0	0	0	0	0	0
K00904	0	0	0	0	0	1	0	0
K00907	0	0	0	0	0	10	0	0
K00909	0	0	0	0	0	0	0	0
K00910	0	0	0	0	0	0	0	0
K00911	0	0	0	0	0	0	0	0
K00912	5	49	33	21	44	36	19	2
K00913	0	0	0	0	0	0	0	0
K00914	0	0	0	0	0	0	0	0
K00915	0	0	0	0	0	0	0	0
K00917	0	11	7	4	7	6	4	1
K00918	0	0	0	0	0	0	0	0
K00919	6	46	33	33	47	40	19	2
K00920	0	0	0	0	0	0	0	0
K00921	0	0	0	0	0	0	0	0
K00922	0	0	0	0	0	0	0	0
K00923	0	0	0	0	0	0	0	0
K00925	15	305	180	135	230	190	110	15
K00926	15	54	42	33	57	24	12	6
K00927	10	108	78	74	114	72	34	10
K00928	51	267	210	138	225	192	114	30
K00929	0	0	0	0	0	0	0	0
K00930	8	156	80	82	122	88	40	10
K00931	3	45	25	24	33	25	16	2
K00932	2	9	7	5	10	10	6	2
K00933	0	2	0	1	2	2	1	0
K00934	0	2	0	1	2	2	1	0
K00937	20	188	130	118	172	142	54	12
K00938	0	2	2	0	1	1	1	0
K00939	6	83	48	53	60	60	27	5
K00940	16	102	88	80	90	80	44	18
K00941	7	53	35	34	50	40	25	5
K00942	3	65	39	41	57	43	26	2
K00943	8	78	47	41	87	65	26	7
K00944	0	0	0	0	0	0	0	0
K00945	7	50	42	29	50	36	20	6
K00946	8	46	36	40	48	45	25	3
K00948	18	122	90	66	114	92	50	14
K00949	1	6	5	6	8	2	1	0
K00950	6	75	46	48	70	56	20	6
K00951	8	80	61	59	77	60	29	7
K00952	1	1	0	2	0	2	0	0
K00953	0	0	0	0	0	0	0	0
K00954	6	51	38	41	51	46	19	2
K00955	9	114	69	66	75	63	24	9
K00956	9	114	69	66	78	63	24	9
K00957	9	99	60	60	78	60	21	9
K00958	21	87	54	48	81	69	24	6
K00959	0	0	0	0	0	0	0	0
K00962	6	153	78	84	135	78	45	12
K00963	60	416	300	216	396	312	140	32
K00964	0	0	0	0	0	0	0	0
K00965	20	110	86	84	126	122	42	22
K00966	14	106	78	56	78	60	28	6
K00967	0	0	0	0	0	0	0	0
K00968	0	0	0	0	0	4	0	0
K00969	7	63	38	39	66	45	16	6
K00970	5	101	67	55	89	74	26	10
K00971	20	102	76	64	94	68	36	8
K00972	0	0	0	0	0	0	0	0
K00973	24	136	84	86	138	92	46	12
K00974	5	101	68	56	91	76	27	11
K00975	6	122	74	60	88	72	30	14
K00976	0	0	0	0	0	0	0	0
K00977	0	0	0	0	0	0	0	0
K00978	12	70	54	28	50	40	32	12
K00979	4	41	39	29	45	30	21	5
K00980	1	5	3	4	4	4	1	1
K00981	16	134	116	76	134	90	52	20
K00983	2	18	8	3	12	10	6	0
K00985	0	0	0	0	0	0	0	0
K00988	0	0	0	0	1	0	0	0
K00990	5	56	35	28	50	37	22	2
K00991	4	39	35	29	37	35	12	9
K00993	0	0	0	0	0	0	0	0
K00994	0	0	0	0	0	0	0	0
K00995	16	183	106	96	174	117	62	19
K00997	5	41	35	31	41	34	12	6
K00998	0	0	0	0	0	0	0	0
K00999	12	93	42	69	90	54	45	3
K01000	8	56	40	31	57	33	14	7
K01001	0	0	0	1	1	1	2	0
K01002	0	1	0	1	1	1	1	0
K01004	0	8	4	5	5	4	1	0
K01006	6	98	56	52	96	54	24	12
K01007	15	252	156	156	189	141	45	27
K01008	7	47	30	32	38	31	18	3
K01011	18	128	94	60	130	80	44	6
K01012	2	31	20	17	22	19	12	2
K01014	0	6	5	3	7	6	3	0
K01015	0	0	0	0	0	0	0	0
K01016	0	0	0	0	0	0	0	0
K01017	0	0	0	0	0	0	0	0
K01019	0	0	0	0	0	0	0	0
K01020	0	0	0	0	0	0	0	0
K01022	0	0	0	0	0	0	0	0
K01024	0	0	0	0	0	0	0	0
K01026	0	36	15	9	30	9	12	3
K01027	12	144	75	81	105	96	51	12
K01028	12	138	69	81	90	87	48	12
K01029	12	108	48	69	90	78	33	12
K01031	0	22	7	8	13	8	3	2
K01032	6	48	27	30	42	40	21	3
K01034	4	76	40	20	28	20	24	12
K01035	8	84	44	28	44	32	20	12
K01039	4	62	40	40	68	58	18	6
K01040	4	64	40	30	64	62	18	4
K01041	0	0	0	0	0	0	0	0
K01042	8	136	94	102	140	126	48	12
K01044	0	0	0	0	0	0	0	0
K01045	0	0	0	0	0	0	0	0
K01046	1	25	23	18	15	19	13	1
K01047	0	0	0	0	0	0	0	0
K01048	4	22	9	14	19	9	7	0
K01049	0	0	0	0	0	0	0	0
K01051	0	18	6	4	4	2	4	0
K01052	0	4	2	2	2	2	2	0
K01053	33	291	219	135	243	237	138	36
K01054	0	2	0	0	2	0	0	1
K01055	8	86	57	45	84	67	43	6
K01057	9	78	56	50	67	63	25	7
K01058	2	0	4	0	8	2	0	0
K01059	0	0	0	0	0	0	0	0
K01060	0	3	0	2	4	0	0	0
K01061	36	513	360	303	504	351	210	30
K01062	0	0	0	0	0	0	0	0
K01063	0	0	0	0	1	0	0	0
K01064	0	0	0	0	0	0	0	0
K01066	6	162	90	99	114	81	48	6
K01067	4	24	22	23	20	20	8	3
K01068	0	0	0	0	0	0	0	0
K01069	13	141	98	98	149	108	53	21
K01070	3	15	12	10	11	8	10	0
K01071	2	11	3	19	8	9	6	2
K01074	0	8	2	0	6	10	0	0
K01075	10	92	54	48	68	62	40	6
K01076	0	0	0	0	0	0	0	0
K01077	12	165	114	99	153	132	51	15
K01078	24	210	140	144	148	166	70	30
K01079	10	66	58	44	58	38	24	4
K01080	6	6	6	6	30	12	0	0
K01081	9	132	66	72	105	75	15	6
K01082	4	37	18	16	26	18	10	1
K01083	0	1	0	0	0	0	0	0
K01084	0	0	0	0	0	0	0	0
K01085	0	1	2	1	2	1	0	0
K01087	3	40	28	22	38	19	14	3
K01089	1	43	31	22	42	30	16	5
K01091	15	110	85	80	117	85	37	4
K01092	45	399	240	201	318	249	123	24
K01093	3	18	12	9	18	12	3	0
K01095	4	33	22	18	25	23	14	2
K01096	0	19	11	12	27	16	4	0
K01097	0	0	0	0	0	0	0	0
K01099	0	0	0	0	0	0	0	0
K01100	0	0	0	0	0	0	0	0
K01101	1	8	7	5	10	7	3	0
K01103	0	0	0	0	0	0	0	0
K01106	0	0	0	0	0	0	0	0
K01107	0	0	0	0	0	0	0	0
K01108	0	0	0	0	0	0	0	0
K01109	0	0	0	0	0	0	0	0
K01110	0	0	0	0	0	0	0	0
K01112	0	0	0	0	0	0	0	0
K01113	6	126	102	72	81	108	42	12
K01114	42	471	303	291	336	300	153	36
K01115	0	45	40	25	50	15	25	0
K01116	0	0	0	0	0	0	0	0
K01117	0	0	0	0	0	0	0	0
K01119	2	46	22	32	50	24	10	4
K01120	2	20	11	6	26	9	5	4
K01122	0	0	0	0	0	0	0	0
K01123	0	0	0	0	0	0	0	0
K01125	0	0	0	0	0	0	0	0
K01126	5	65	43	36	51	43	23	6
K01127	1	6	4	13	5	4	1	1
K01129	6	41	28	29	35	35	14	1
K01130	4	256	174	112	126	140	88	8
K01131	0	0	0	0	0	0	0	0
K01132	0	10	14	4	10	4	10	0
K01134	2	26	22	20	32	22	14	0
K01135	0	8	6	4	10	2	4	0
K01136	0	2	0	0	0	0	0	0
K01137	0	12	12	0	2	14	4	2
K01139	7	64	51	45	61	48	26	6
K01148	0	0	0	0	0	0	0	0
K01158	0	1	1	1	2	1	0	1
K01159	6	49	36	35	47	42	16	2
K01164	0	0	0	0	0	0	0	0
K01165	0	0	0	0	0	0	0	0
K01173	0	7	2	2	4	3	1	0
K01176	4	120	68	48	98	68	26	4
K01177	0	0	0	0	0	0	0	0
K01178	10	83	57	41	79	45	28	8
K01179	5	89	29	44	62	45	14	3
K01182	4	28	23	22	27	18	8	3
K01183	3	49	35	27	28	32	14	3
K01184	0	16	8	10	2	2	0	2
K01186	3	81	42	60	48	39	21	0
K01187	26	224	182	160	232	164	80	32
K01188	0	6	0	0	0	0	0	0
K01189	0	0	0	0	0	0	0	0
K01190	9	132	75	105	108	66	51	15
K01191	2	14	13	19	23	17	7	1
K01192	12	60	56	46	82	64	24	0
K01193	4	28	16	10	18	26	10	2
K01194	5	38	30	20	42	32	15	3
K01195	14	91	49	56	84	98	21	7
K01196	0	0	0	0	0	0	0	0
K01197	0	2	1	3	4	2	1	0
K01198	2	70	46	38	58	58	22	4
K01199	0	0	0	0	0	0	0	0
K01201	0	111	81	66	69	87	30	9
K01202	0	2	0	0	0	0	0	0
K01203	0	0	0	0	0	0	0	0
K01204	0	0	0	0	0	0	0	0
K01205	0	2	4	2	0	8	2	0
K01206	4	36	26	23	37	26	10	7
K01207	11	93	63	65	75	69	32	13
K01208	0	0	1	3	0	0	0	0
K01209	0	44	36	28	39	33	7	5
K01210	0	27	12	12	23	10	10	3
K01212	2	12	6	4	7	10	4	1
K01213	0	2	0	0	0	0	0	0
K01217	0	0	0	0	0	0	0	0
K01218	1	44	29	25	41	32	10	4
K01220	0	0	0	1	0	0	1	0
K01222	3	7	9	8	9	5	4	2
K01223	5	0	0	0	0	0	0	0
K01225	0	0	0	0	0	0	0	0
K01226	0	0	1	0	2	2	0	0
K01227	1	11	4	1	5	5	5	1
K01228	0	0	0	0	0	0	0	0
K01229	0	0	0	0	0	0	0	0
K01230	3	15	12	9	15	9	9	0
K01231	0	0	0	0	0	0	0	0
K01232	2	0	0	0	0	0	0	0
K01233	0	2	1	0	0	1	0	0
K01237	0	0	0	0	0	0	0	0
K01239	14	128	80	106	132	132	22	18
K01240	0	1	1	0	1	0	0	1
K01241	1	14	2	5	9	7	4	3
K01242	0	0	0	0	0	0	0	0
K01243	3	48	29	25	46	38	9	4
K01244	0	0	0	0	0	0	0	0
K01251	4	51	35	35	42	26	22	5
K01252	1	0	0	0	0	0	0	0
K01253	8	126	72	86	118	82	40	12
K01254	0	0	0	0	0	0	0	0
K01255	10	75	58	42	46	45	31	7
K01256	5	91	48	42	78	54	36	3
K01257	0	0	0	0	0	0	0	0
K01259	8	133	82	73	108	82	37	9
K01270	0	0	12	0	0	4	0	0
K01275	0	0	0	0	0	0	0	0
K01278	4	41	33	22	44	34	20	3
K01279	0	0	0	0	0	0	0	0
K01283	3	63	45	57	72	57	39	3
K01285	0	0	0	0	0	0	0	0
K01291	0	0	0	0	0	0	0	0
K01294	0	0	0	0	0	0	0	0
K01298	0	0	0	0	0	0	0	0
K01300	0	0	0	0	0	0	0	0
K01307	0	0	0	0	0	0	0	0
K01312	0	3	0	3	0	0	0	0
K01313	0	0	0	0	0	0	0	0
K01314	0	0	0	0	0	0	0	0
K01315	0	0	0	0	0	0	0	0
K01319	0	0	0	0	0	0	0	0
K01320	0	0	0	0	0	0	0	0
K01321	0	0	0	0	0	0	0	0
K01323	0	0	0	0	0	0	0	0
K01324	0	0	0	0	0	0	0	0
K01325	0	2	0	1	0	0	0	0
K01328	0	0	0	0	0	0	0	0
K01329	0	0	0	0	0	0	0	0
K01330	0	0	0	0	0	0	0	0
K01331	0	0	0	0	0	0	0	0
K01332	0	0	0	0	0	0	0	0
K01333	0	0	0	0	0	0	0	0
K01334	0	0	0	0	0	0	0	0
K01335	0	0	0	0	0	0	0	0
K01338	18	132	91	85	132	110	55	13
K01343	0	2	0	0	1	0	1	0
K01344	0	0	0	0	0	0	0	0
K01345	0	2	0	0	0	0	0	0
K01346	0	2	0	0	0	0	0	0
K01348	0	0	0	0	0	0	0	0
K01351	0	0	0	0	0	0	0	0
K01352	0	0	0	0	0	0	0	0
K01353	0	0	0	0	0	0	0	0
K01354	12	62	36	24	50	34	16	0
K01357	0	0	0	0	0	0	0	0
K01358	7	58	38	44	70	33	30	5
K01363	0	2	2	2	2	6	2	0
K01365	4	64	20	20	40	20	24	4
K01366	0	0	0	0	0	0	0	0
K01367	0	0	0	0	0	0	0	0
K01368	3	48	15	15	30	15	18	3
K01369	0	0	0	0	0	0	0	0
K01370	0	0	0	0	0	0	0	0
K01371	0	0	0	0	0	0	0	0
K01373	0	0	0	0	0	0	0	0
K01374	0	0	0	0	0	0	0	0
K01375	0	0	0	0	0	0	0	0
K01379	0	0	0	0	0	0	0	0
K01380	0	0	0	0	0	0	0	0
K01382	0	0	0	0	0	0	0	0
K01384	0	0	0	0	0	0	0	0
K01388	0	0	0	0	0	0	0	0
K01389	6	117	75	120	111	96	18	6
K01392	4	44	32	30	46	30	6	4
K01393	0	3	1	1	0	1	0	0
K01394	0	0	0	0	0	0	0	0
K01395	0	0	0	0	0	0	0	0
K01397	0	0	0	0	0	0	0	0
K01398	0	0	0	0	0	0	0	0
K01401	0	2	2	1	1	2	3	0
K01403	0	0	0	0	0	0	0	0
K01404	0	0	0	0	0	0	0	0
K01423	0	0	0	0	0	0	0	0
K01424	42	201	156	177	204	162	81	24
K01425	5	110	40	40	75	80	30	5
K01426	84	1560	1020	984	1632	1188	588	156
K01427	0	0	0	0	0	0	0	0
K01428	8	60	36	52	84	36	32	4
K01429	3	30	24	18	42	15	18	6
K01430	3	42	27	21	57	21	18	6
K01431	4	60	56	52	72	64	28	12
K01432	2	60	36	38	38	24	10	0
K01433	12	54	34	22	30	30	22	6
K01434	5	51	38	27	41	35	19	3
K01435	0	0	0	0	0	0	0	0
K01437	0	0	0	0	0	0	0	0
K01438	11	119	93	83	133	113	36	9
K01439	10	112	74	69	114	77	37	8
K01440	0	1	0	0	0	0	0	0
K01441	0	0	0	0	0	0	0	0
K01442	0	4	8	0	0	2	4	0
K01443	11	48	39	42	60	45	18	7
K01444	6	12	6	8	28	16	2	2
K01445	0	0	0	0	0	0	0	0
K01450	0	0	0	0	0	0	0	0
K01451	6	50	31	34	54	34	21	7
K01452	1	28	13	18	21	17	5	2
K01455	4	38	28	34	40	40	14	6
K01456	0	0	0	0	0	0	2	0
K01457	8	146	96	112	158	106	44	16
K01458	0	46	32	40	38	40	18	2
K01460	1	0	0	0	0	0	0	0
K01464	12	140	92	112	136	116	48	8
K01465	18	199	133	121	177	167	70	9
K01466	5	36	23	32	38	35	17	4
K01467	9	42	24	36	27	24	9	0
K01468	5	38	24	37	49	40	13	0
K01469	9	52	39	43	50	41	18	3
K01470	3	54	31	30	59	49	19	2
K01473	7	42	27	42	39	32	15	5
K01474	9	60	47	61	61	49	22	7
K01476	14	110	84	74	100	110	40	8
K01477	2	4	4	3	9	9	1	0
K01478	3	10	8	5	11	6	2	0
K01479	8	50	39	39	51	47	19	7
K01480	10	75	60	43	74	68	29	8
K01483	0	4	1	1	2	1	1	0
K01484	2	5	1	6	2	2	2	0
K01485	22	164	114	88	150	132	52	22
K01486	0	4	1	3	4	2	2	0
K01487	13	72	58	45	63	50	26	6
K01488	14	112	77	70	103	85	27	10
K01489	32	216	162	158	190	168	64	18
K01490	0	0	0	0	0	0	0	0
K01491	10	114	64	64	110	82	34	4
K01492	3	10	4	6	12	3	3	1
K01493	1	16	8	2	10	11	6	1
K01494	4	40	31	30	45	38	10	3
K01495	6	74	48	38	62	44	25	8
K01496	3	48	28	21	41	33	19	4
K01497	2	27	19	22	29	23	11	8
K01498	4	47	38	35	48	36	15	5
K01499	0	6	3	0	5	8	3	1
K01500	0	0	0	0	0	0	0	0
K01501	35	210	110	150	160	130	60	10
K01502	2	7	2	2	3	5	3	0
K01505	2	8	6	7	8	9	3	1
K01507	10	65	42	43	61	51	15	6
K01509	0	0	0	0	0	0	0	0
K01510	0	0	0	0	0	0	0	0
K01511	0	0	0	0	0	0	0	0
K01512	16	124	64	76	88	60	34	12
K01513	0	0	0	0	0	0	0	0
K01514	0	0	0	0	0	0	0	0
K01515	9	97	59	59	90	67	39	9
K01516	0	0	0	0	0	0	0	0
K01517	0	0	0	0	0	0	0	0
K01518	0	30	24	18	28	28	10	4
K01519	0	3	0	0	3	0	0	0
K01520	2	40	22	16	25	21	13	2
K01521	0	1	1	0	1	2	0	0
K01522	0	0	0	0	0	0	0	0
K01523	0	18	14	15	12	8	11	3
K01524	8	89	57	54	89	54	24	8
K01525	1	21	18	10	14	17	10	3
K01528	0	0	0	0	0	0	0	0
K01535	0	5	0	3	5	2	2	1
K01538	0	0	0	0	0	0	0	0
K01539	0	11	11	0	22	11	0	0
K01540	0	0	0	0	0	0	0	0
K01541	0	0	0	0	0	0	0	0
K01542	0	0	0	0	0	0	0	0
K01543	0	0	0	0	0	0	0	0
K01544	0	0	0	0	0	0	0	0
K01545	0	0	0	0	0	0	0	0
K01546	4	39	31	18	45	29	14	5
K01547	3	45	30	16	39	32	14	5
K01548	3	42	26	17	39	28	14	5
K01553	0	0	0	0	0	0	0	0
K01555	2	30	28	24	26	14	14	10
K01556	3	49	26	35	53	38	17	6
K01557	0	1	0	0	0	0	0	0
K01558	0	0	0	0	0	0	0	0
K01559	0	0	0	0	0	0	0	0
K01560	14	170	106	92	152	96	46	14
K01561	4	68	34	26	30	36	24	4
K01563	2	36	32	24	50	30	18	2
K01564	0	0	0	0	0	0	0	0
K01565	0	2	0	0	0	2	0	0
K01568	0	3	4	3	2	1	0	0
K01569	0	15	4	10	15	13	5	2
K01571	0	30	12	12	28	18	8	2
K01572	0	0	0	0	0	0	0	0
K01573	0	0	0	0	0	0	0	0
K01574	0	26	10	14	18	16	10	4
K01575	0	6	0	2	2	10	2	2
K01576	2	43	25	19	35	17	22	2
K01577	2	12	8	9	16	4	3	2
K01578	0	57	21	18	27	18	12	3
K01579	0	20	14	10	26	20	8	0
K01580	10	70	35	20	65	15	15	5
K01581	12	68	40	28	50	44	16	6
K01582	4	46	26	12	22	18	12	4
K01583	0	10	6	2	5	3	4	1
K01584	2	26	15	6	11	11	6	3
K01585	1	22	16	7	11	13	6	1
K01586	12	78	59	53	78	65	27	8
K01587	0	6	4	8	9	9	4	2
K01588	6	69	40	34	56	35	30	5
K01589	2	33	19	19	30	17	12	3
K01590	2	6	6	9	16	8	4	0
K01591	4	59	36	42	57	43	25	5
K01592	0	4	2	2	8	2	0	0
K01593	112	777	469	518	609	518	294	84
K01594	0	3	3	3	2	5	1	2
K01595	4	128	104	80	96	88	56	8
K01596	21	224	161	98	147	147	105	28
K01597	0	2	2	0	2	2	1	0
K01598	1	72	44	42	56	34	35	8
K01599	4	63	36	38	61	49	17	2
K01601	2	18	22	16	24	20	6	4
K01602	2	8	10	4	8	6	2	0
K01604	0	0	0	0	0	0	0	0
K01605	0	0	0	0	0	0	0	0
K01606	0	0	0	0	0	0	0	0
K01607	14	179	119	99	143	111	64	7
K01608	0	3	1	1	0	2	2	0
K01609	7	53	39	35	45	42	15	4
K01610	12	96	64	96	100	100	48	24
K01611	0	52	18	26	26	18	8	2
K01612	0	2	1	0	0	1	1	0
K01613	9	73	56	37	60	52	24	5
K01614	0	0	0	0	0	0	0	0
K01615	2	22	10	6	18	14	6	2
K01617	9	78	54	42	75	72	27	3
K01619	4	34	17	24	33	27	6	1
K01620	3	52	32	45	53	47	22	9
K01621	6	138	87	99	129	84	36	15
K01622	0	0	0	0	2	0	1	0
K01623	8	92	68	52	100	48	32	12
K01624	15	100	50	50	40	50	15	5
K01625	28	136	80	68	120	116	72	4
K01626	1	34	17	18	21	16	17	1
K01627	2	39	28	24	41	36	17	3
K01628	5	50	37	29	50	35	16	3
K01629	6	34	20	20	46	24	12	2
K01630	3	26	17	13	26	17	8	2
K01631	4	12	10	11	6	9	3	0
K01632	0	0	0	0	0	0	0	0
K01633	3	55	38	33	47	26	15	4
K01634	0	0	0	0	0	0	0	0
K01635	1	9	11	12	15	15	8	0
K01637	4	37	23	33	39	25	10	7
K01638	6	82	46	64	78	54	20	16
K01639	2	2	3	4	4	1	3	0
K01640	15	245	155	135	200	140	85	25
K01641	4	20	36	20	36	16	16	4
K01643	2	14	16	14	20	22	0	4
K01644	12	120	80	96	130	70	24	8
K01645	0	0	0	0	0	0	0	0
K01646	2	0	2	0	2	0	0	0
K01647	22	228	170	162	192	148	70	32
K01648	0	0	0	0	0	0	0	0
K01649	18	192	110	120	196	144	62	20
K01652	68	772	472	448	632	468	336	72
K01653	20	156	100	88	136	104	52	24
K01654	2	15	6	6	11	3	4	1
K01655	0	0	0	2	0	4	0	0
K01656	0	0	0	0	0	0	0	0
K01657	3	58	54	43	51	43	17	6
K01658	8	74	56	44	71	43	20	6
K01659	1	26	19	16	18	18	12	4
K01661	1	9	5	4	4	3	2	1
K01662	3	48	30	29	45	23	17	5
K01663	1	39	31	20	41	31	20	5
K01664	3	25	25	17	23	16	6	1
K01665	2	35	29	22	31	21	9	1
K01666	24	48	20	20	24	28	8	0
K01667	2	26	18	30	22	16	12	6
K01668	0	12	2	4	8	0	2	0
K01670	0	0	0	0	0	0	0	0
K01672	0	0	0	0	1	1	0	0
K01673	9	99	76	53	75	77	45	8
K01674	4	15	13	7	8	9	6	2
K01676	4	32	38	24	40	32	10	4
K01677	2	4	10	6	6	6	2	2
K01678	2	30	36	20	30	26	8	2
K01679	48	300	160	156	252	200	100	36
K01681	15	225	174	144	180	180	81	18
K01682	0	0	0	3	0	0	0	0
K01684	4	32	17	28	29	28	6	2
K01685	4	39	31	17	31	32	12	5
K01686	3	14	9	9	19	12	5	1
K01687	14	210	122	106	176	164	64	20
K01689	27	147	126	123	138	129	69	15
K01690	3	3	3	3	3	2	0	0
K01691	0	0	0	0	0	0	0	0
K01692	192	2364	1428	1572	2292	1224	672	144
K01693	2	43	31	23	44	31	17	5
K01694	0	0	0	0	0	0	0	0
K01695	22	180	138	130	200	150	76	12
K01696	14	102	86	86	108	106	40	6
K01697	14	96	58	56	90	86	42	10
K01698	14	52	34	42	48	39	21	9
K01699	0	1	0	2	1	1	0	0
K01702	0	1	0	0	0	0	0	0
K01703	14	156	78	108	134	88	36	14
K01704	14	196	94	114	172	108	44	16
K01705	0	0	0	0	0	0	0	0
K01706	0	11	9	12	16	11	1	0
K01707	0	2	2	1	3	2	0	0
K01708	2	14	11	5	15	15	4	3
K01709	3	15	11	7	15	12	2	1
K01710	69	663	399	351	576	498	183	63
K01711	6	100	64	52	100	70	32	2
K01712	4	31	26	37	37	33	10	1
K01713	0	21	15	12	19	9	4	1
K01714	11	125	74	72	115	96	40	10
K01715	42	345	267	264	345	291	135	63
K01716	1	5	6	5	6	4	3	1
K01718	0	0	0	0	0	0	0	0
K01719	7	51	36	30	54	45	18	5
K01720	5	45	29	31	41	30	18	7
K01721	0	230	115	110	165	90	60	20
K01723	0	0	0	0	0	0	0	0
K01725	0	5	4	3	5	4	4	3
K01726	0	0	0	0	0	0	0	0
K01728	0	8	1	2	2	1	1	0
K01729	1	2	0	1	2	2	1	0
K01730	0	5	5	4	6	3	3	1
K01731	1	1	0	0	0	1	0	0
K01733	18	226	148	144	226	154	82	26
K01734	1	5	0	2	0	3	1	1
K01735	3	64	38	37	54	42	22	1
K01736	12	76	54	56	84	47	18	4
K01737	6	90	62	46	93	88	33	7
K01738	42	328	214	200	282	196	114	34
K01739	66	384	300	321	399	333	141	27
K01740	6	30	20	22	34	19	18	5
K01744	10	60	26	44	52	28	28	10
K01745	16	78	74	54	82	70	26	12
K01746	3	27	17	21	30	19	9	3
K01749	11	64	36	39	49	48	17	6
K01750	7	56	41	44	59	32	26	6
K01752	4	54	44	34	32	40	22	6
K01753	2	5	3	2	4	4	1	0
K01754	20	304	212	246	314	262	114	48
K01755	6	114	66	80	94	86	32	12
K01756	12	120	96	84	102	96	50	14
K01757	0	6	2	1	2	3	2	1
K01758	36	348	256	232	296	268	116	28
K01759	30	316	228	206	292	194	134	28
K01760	68	388	304	336	404	340	164	24
K01761	22	114	100	124	144	130	54	6
K01762	0	0	0	0	0	1	0	0
K01763	0	0	0	0	0	0	0	0
K01764	0	0	0	0	0	0	0	0
K01768	66	1048	714	610	912	754	430	90
K01769	3	13	12	9	14	5	5	1
K01770	8	93	75	69	94	71	26	16
K01771	0	0	0	0	0	0	0	0
K01772	5	61	34	44	58	59	16	6
K01775	7	70	50	50	58	60	24	11
K01776	5	39	33	34	43	34	18	5
K01777	0	22	16	18	20	14	5	6
K01778	7	50	37	32	51	39	16	5
K01779	6	34	21	37	32	36	10	3
K01781	1	29	14	25	21	21	8	3
K01782	84	888	612	564	744	648	216	72
K01783	21	216	138	135	192	138	93	12
K01784	68	720	418	436	626	540	208	82
K01785	4	50	32	36	42	48	14	8
K01786	2	19	14	15	17	11	8	2
K01787	0	4	9	4	6	9	4	1
K01788	0	1	0	1	1	0	1	1
K01789	0	0	0	0	0	0	0	0
K01790	16	196	106	118	124	124	66	22
K01791	11	54	31	37	50	43	23	6
K01792	4	10	6	9	6	11	3	0
K01793	0	0	0	0	1	0	0	0
K01794	0	0	0	0	0	0	0	0
K01796	2	46	22	28	22	12	10	4
K01799	0	54	20	20	20	24	14	0
K01800	6	44	34	28	46	36	20	2
K01801	3	22	17	14	23	18	10	1
K01803	40	436	296	292	452	252	140	48
K01804	0	19	9	9	8	9	9	1
K01805	12	40	18	18	40	20	4	4
K01807	14	94	46	34	62	54	24	0
K01808	8	84	34	48	60	74	20	14
K01809	22	142	102	98	136	118	58	14
K01810	32	160	112	120	144	128	60	8
K01812	3	24	16	13	21	19	9	1
K01813	0	1	0	0	0	1	0	0
K01814	3	60	42	42	65	45	26	6
K01815	0	2	2	0	1	1	0	0
K01816	3	38	18	18	28	31	12	2
K01817	13	126	96	84	106	96	46	9
K01818	0	0	0	1	1	1	0	0
K01819	3	5	2	1	1	2	1	0
K01820	0	38	20	20	38	32	10	2
K01821	8	48	28	36	40	38	28	4
K01822	2	3	2	4	1	4	2	0
K01823	5	11	7	4	5	8	5	1
K01824	0	0	0	0	0	0	0	0
K01825	24	96	72	84	132	60	48	12
K01826	10	132	78	74	102	80	62	6
K01827	0	0	0	0	0	0	0	0
K01830	0	0	0	0	0	0	0	0
K01831	0	0	0	0	0	0	0	0
K01832	0	0	0	0	0	0	0	0
K01833	0	0	0	0	0	0	0	0
K01834	14	88	46	48	82	44	28	6
K01835	14	378	301	154	385	273	182	14
K01836	0	0	0	0	0	0	0	0
K01837	0	0	0	0	0	0	0	0
K01838	4	24	16	22	22	15	7	1
K01839	6	36	22	14	32	26	10	0
K01840	24	214	138	112	208	152	68	10
K01841	1	10	7	5	15	9	4	2
K01843	3	31	22	8	18	14	9	2
K01844	0	3	1	0	2	0	1	0
K01845	15	111	97	68	120	109	44	8
K01846	0	3	1	4	1	1	2	1
K01847	8	64	48	68	60	52	16	0
K01848	24	207	162	165	231	159	81	12
K01849	6	111	72	66	102	81	36	3
K01850	0	0	0	0	0	0	0	0
K01851	2	2	4	4	4	0	0	0
K01852	0	0	0	0	0	0	0	0
K01853	0	0	0	0	0	0	0	0
K01856	4	44	20	20	32	24	20	4
K01857	7	46	31	26	35	37	27	0
K01858	4	74	44	46	66	50	18	6
K01859	0	0	0	0	0	0	0	0
K01860	0	24	12	6	12	12	6	0
K01866	5	45	43	33	59	42	27	2
K01867	12	138	98	80	128	88	32	18
K01868	5	49	42	35	49	32	23	5
K01869	12	124	84	74	118	98	34	6
K01870	16	126	90	88	110	74	26	12
K01872	8	80	53	48	70	57	26	5
K01873	20	96	74	74	98	74	38	8
K01874	28	210	118	108	182	130	66	14
K01875	7	52	40	31	52	39	25	7
K01876	7	78	53	44	62	44	27	6
K01878	6	31	24	31	39	24	12	1
K01879	6	28	31	33	38	32	11	3
K01880	2	17	10	7	10	7	8	1
K01881	8	57	34	42	51	42	24	5
K01883	10	75	58	55	70	51	30	6
K01884	0	1	2	2	2	2	1	0
