"fgene","P1","P2","P3","P4","I1","I2","I3","I4"
"AUT71253.1|CE4",0,0,0,0,1,0,0,0
"AUT72700.1|CBM48|GH13_11",0,0,0,0,0,0,0,1
"AUT72857.1|CBM50",1,2,1,0,1,1,1,1
"AUT73217.1|GH77",0,0,0,0,0,0,1,0
"AUT73491.1|GH94|GT84",0,0,0,0,0,1,0,0
"AUT73768.1|GT4",0,0,0,1,0,0,0,0
"AUT74975.1|CBM32|GH2",0,1,0,0,0,1,0,1
"AUT75160.1|CBM50",3,6,3,4,5,6,2,4
"AUT75717.1|GT2",0,0,0,1,0,0,1,1
"AUT75863.1|GH13",0,1,0,0,0,0,0,0
"AUT76169.1|CBM32|GH64",0,0,0,0,0,0,0,1
"AUT76641.1|GH23",0,0,0,0,0,0,1,0
"AUU08260.1|CBM50",0,0,0,0,0,1,0,1
"AUU21867.1|GH13_19",1,6,3,4,3,3,5,4
"AUU45027.1|CBM50",1,0,0,0,0,0,0,0
"AUU49194.1|GH0",0,0,0,0,0,0,0,1
"AUU51985.1|GH0",1,0,0,0,0,0,0,0
"AUU60190.1|GH0",0,1,0,0,1,0,1,1
"AUU65939.1|GH0",0,0,0,0,1,1,0,1
"AUU77016.1|GH0",0,1,0,0,0,0,0,0
"AUU79779.1|GH0",0,1,0,0,0,0,1,0
"AUU83429.1|GH1",1,0,0,0,0,0,0,0
"AUU83943.1|GT2",0,0,0,1,0,0,0,1
"AUU84982.1|GH3",1,0,0,0,0,0,0,0
"AUU86775.1|GH0",1,4,3,1,3,1,2,1
"AUU91855.1|GT2",1,2,0,0,0,0,1,1
"AUV00713.1|GT41",0,1,0,0,0,0,1,0
"AUV27308.1|CE9",0,0,0,0,1,0,0,1
"AUV30596.1|GT2",1,1,0,0,1,0,0,0
"AUV51945.1|CE9",0,0,0,0,0,0,1,0
"AUV56888.1|GH23",0,0,0,0,0,0,1,0
"AUV57740.1|GH73",2,2,0,1,2,1,3,1
"AUV60323.1|GH23",0,0,0,0,0,0,0,1
"AUV60629.1|GH23",1,2,1,0,2,2,1,2
"AUV61419.1|GT4",0,1,1,1,0,0,0,1
"AUV61421.1|GT2",0,1,1,0,1,1,0,0
"AUV66492.1|GT0",1,0,0,1,0,0,1,1
"AUV67617.1|GH23",1,0,0,0,0,0,0,0
"AUV68874.1|GT0",1,0,0,1,0,0,1,0
"AUV71120.1|CBM50",0,1,1,0,1,1,0,0
"AUV71215.1|CBM50",0,0,0,0,0,0,1,0
"AUV73730.1|CBM50",0,0,0,0,0,0,1,0
"AUV73731.1|CBM50",0,1,0,0,1,0,0,1
"AUV81060.1|GT2",0,1,0,0,0,1,0,0
"AUV84755.1|CBM32",0,2,0,3,1,0,1,3
"AUV86296.1|CBM5",1,3,1,0,0,1,1,3
"AUW00459.1|GH0",0,0,0,0,0,0,0,1
"AUW03561.1|CBM32",0,1,1,1,1,0,0,1
"AUW03818.1|GH19",0,0,0,0,1,0,0,0
"AUW05130.1|CBM5",0,0,0,1,0,0,0,0
"AUW07355.1|CBM5|GH18",0,0,0,1,0,0,0,0
"AUW10465.1|GH0",0,2,0,0,0,1,1,1
"AUW24888.1|CBM32",0,1,0,0,0,0,0,0
"AUW31068.1|GH55",0,0,1,0,1,0,0,1
"AUW31670.1|GT4",0,0,1,0,1,0,0,0
"AUW32082.1|CBM50",19,48,32,38,50,29,46,42
"AUW32765.1|GT2|GT4",0,1,0,0,0,0,0,0
"AUW32972.1|GT4",0,0,0,0,0,0,1,0
"AUW33763.1|GH19",2,2,2,1,2,1,2,2
"AUW44375.1|CBM50",0,3,2,0,1,2,1,1
"AUW56970.1|CE1",0,0,0,0,0,0,1,0
"AUW57339.1|GT4",0,0,0,0,0,0,1,0
"AUW57349.1|GH1",1,0,0,0,0,0,0,0
"AUW57395.1|GT2",0,0,0,0,0,0,0,1
"AUW57637.1|PL7",1,0,1,0,0,0,0,0
"AUW57639.1|GT2",1,0,0,0,0,0,0,0
"AUW57647.1|PL5",1,0,0,1,0,0,0,0
"AUW58421.1|CBM48|GH13_10",0,0,0,0,0,0,1,0
"AUW58492.1|GT4",1,0,0,0,0,0,0,0
"AUW59337.1|CE4|GH18|GT2",1,0,1,1,1,3,3,3
"AUW59611.1|GH35",0,0,0,0,0,1,0,0
"AUW59796.1|GH102",1,0,0,0,0,0,0,0
"AUW60244.1|GT4",1,0,0,0,0,0,0,0
"AUW75956.1|GT41",0,0,0,1,0,0,0,1
"AUW76040.1|GT41",0,1,0,0,0,0,1,0
"AUW76199.1|GT41",0,0,0,1,0,0,0,0
"AUW76210.1|GT41",0,0,0,0,1,0,1,0
"AUW87244.1|AA3_2",0,0,0,1,0,0,0,1
"AUW93435.1|GH35",0,0,0,0,0,1,0,0
"AUW94237.1|GT2",0,1,1,1,1,0,0,1
"AUW94321.1|GT87",0,1,0,0,1,1,1,1
"AUW94736.1|GT2",0,0,1,0,1,0,0,1
"AUW95042.1|GH1",0,0,0,0,1,0,0,0
"AUW95080.1|GT4",0,0,0,0,1,0,0,0
"AUW95081.1|GH18",3,6,0,0,2,0,5,0
"AUW95100.1|GH23",1,1,0,0,0,0,1,0
"AUW95573.1|GT39",5,11,6,6,17,10,23,13
"AUW95634.1|GH4",0,0,0,0,1,0,0,0
"AUW96155.1|CE4",0,1,0,0,0,0,1,0
"AUX38662.1|GT51",0,1,0,0,1,0,0,0
"AUX38752.1|GH43_12",0,0,2,0,0,0,0,0
"AUX38773.1|CE8",0,0,0,1,0,0,0,0
"AUX38913.1|GT4",0,0,0,2,1,0,0,0
"AUX38924.1|CBM2",0,1,0,3,1,1,2,2
"AUX39028.1|CE1",0,0,1,0,0,0,0,0
"AUX39530.1|GH15",0,1,0,2,0,0,1,0
"AUX39550.1|GH5_19",0,0,0,0,0,0,1,0
"AUX39566.1|GH10",0,1,0,0,0,0,0,0
"AUX39567.1|CE15",0,0,0,0,0,1,0,0
"AUX39684.1|CBM3",1,2,0,0,0,1,3,0
"AUX39687.1|PL1",0,0,0,0,0,0,1,0
"AUX39787.1|GT2",0,1,0,0,0,0,0,0
"AUX39892.1|GH23",0,0,0,0,1,1,0,0
"AUX39916.1|GH5_4",0,1,0,0,0,0,0,1
"AUX39920.1|GH53",0,1,0,0,0,1,1,0
"AUX40117.1|GT5",0,1,0,0,0,0,0,0
"AUX40257.1|GH113",0,0,0,0,0,0,0,1
"AUX40285.1|PL1_5",0,1,0,0,1,0,0,0
"AUX40294.1|GH141",0,1,0,0,0,0,0,0
"AUX40340.1|GH59",0,1,0,0,0,0,0,0
"AUX40381.1|CBM2",1,5,2,0,0,2,1,1
"AUX40423.1|CBM13|GH62",0,2,0,0,0,0,0,0
"AUX40425.1|CBM13",0,6,0,1,0,1,1,0
"AUX40426.1|CBM13|CE1",0,0,0,0,0,0,1,0
"AUX40467.1|CE1",0,0,0,1,0,0,0,0
"AUX40468.1|CE1",0,0,0,1,1,0,0,0
"AUX40493.1|CBM13",0,0,0,1,0,0,0,0
"AUX40515.1|CBM2|PL11_1",0,1,1,1,2,1,0,0
"AUX40708.1|CBM50|GH23",0,0,0,0,1,0,0,0
"AUX40956.1|CBM20|GH97",4,17,10,10,13,13,17,13
"AUX41208.1|GT4",0,0,0,0,0,1,0,0
"AUX41288.1|CBM2|CE15",0,2,0,0,1,1,2,1
"AUX41579.1|CBM42|GH43_26",0,0,0,0,0,1,0,0
"AUX41643.1|PL9_2",0,0,0,0,0,1,0,0
"AUX41644.1|CE15",0,0,1,2,0,0,0,0
"AUX41685.1|CBM2|CBM63",0,0,0,0,0,0,1,0
"AUX41718.1|CE1",0,1,0,0,0,0,0,0
"AUX41891.1|GH13_23",1,0,0,0,1,0,1,1
"AUX41987.1|GT89",1,1,0,2,2,0,1,1
"AUX42083.1|GH26",0,0,1,0,1,0,1,1
"AUX42084.1|GT2",0,0,1,0,0,0,1,0
"AUX42102.1|CBM13",0,2,0,0,0,0,0,1
"AUX42293.1|GT4",0,2,2,0,1,0,0,0
"AUX42933.1|GT2",0,5,4,4,4,3,2,4
"AUX43194.1|GH23",8,10,19,14,18,11,22,13
"AUX43504.1|GH13",0,0,0,0,0,0,0,1
"AUX43523.1|GH31",0,1,0,0,0,0,0,0
"AUX43577.1|CE1",0,1,0,1,1,1,1,0
"AUX43623.1|GT25|GT2",0,3,2,8,5,2,3,9
"AUX44322.1|GH43_26",0,0,0,0,1,0,0,0
"AUX44324.1|CBM13|GH128",0,0,0,1,0,0,0,0
"AUX44340.1|CBM6|GH43_15",0,0,0,0,0,0,0,1
"AUX44390.1|CBM13|PL0",3,1,1,1,5,0,0,0
"AUX44420.1|GT1",0,0,1,0,0,0,0,0
"AUX44524.1|GH5_2",5,12,3,6,8,5,7,6
"AUX44594.1|PL0",1,3,2,1,3,2,0,2
"AUX44645.1|GH114",0,0,0,0,1,0,1,1
"AUX44703.1|GH1",0,0,0,0,0,0,1,0
"AUX44885.1|GT2",0,0,0,0,1,0,0,0
"AUX44996.1|CBM13",3,7,5,6,12,10,5,4
"AUX45180.1|CBM2",1,1,1,1,0,0,1,0
"AUX45264.1|GT4",0,0,0,0,1,0,1,0
"AUX45435.1|GH16",0,1,0,0,0,0,0,0
"AUX45453.1|CBM6",0,0,0,0,1,1,1,0
"AUX45489.1|GH5",0,0,0,0,0,0,1,0
"AUX45491.1|CE2",0,0,0,1,0,0,0,0
"AUX45810.1|GH5_7",0,0,0,0,0,1,0,0
"AUX46009.1|CBM50",0,2,1,0,0,0,1,1
"AUX46103.1|GH36",0,0,0,0,1,0,1,0
"AUX46254.1|GH1",0,1,1,0,2,1,0,0
"AUX46344.1|GH12",0,1,0,0,0,0,0,0
"AUX46469.1|GH115",0,1,0,0,0,1,0,0
"AUX46571.1|GH5_53",0,1,0,0,0,0,0,0
"AUX46621.1|GT4",2,1,1,2,2,1,1,2
"AUX46744.1|CE3",0,1,0,0,0,0,0,0
"AUX46772.1|GH5_2",1,0,1,0,0,0,0,0
"AUX46783.1|PL9",0,0,0,0,0,1,0,0
"AUX46803.1|GT2",0,1,0,0,0,0,1,0
"AUX46849.1|CBM13",1,2,0,0,0,0,0,0
"AUX47019.1|GH133",0,2,3,1,2,0,2,2
"AUX47020.1|CBM48|GH13_10",2,2,0,2,1,0,0,1
"AUX47161.1|GT4",0,0,0,0,0,1,1,0
"AUX47488.1|GH1",0,1,0,0,2,2,1,1
"AUX47636.1|GH3",0,3,1,1,1,1,4,1
"AUX47790.1|CBM2",2,4,1,2,2,1,2,3
"AUX47792.1|GT2",2,10,5,9,7,8,9,13
"AUX47847.1|CBM50",0,2,0,0,0,0,0,0
"AUX47984.1|CBM13|GH10",1,0,0,0,0,0,0,0
"AUX48015.1|GH53",0,1,0,0,0,0,0,0
"AUX48217.1|GH43_5",0,0,0,0,0,0,1,0
"AUX48558.1|CBM9",0,0,1,1,1,0,0,0
"AUX48815.1|CBM2|CE0",3,2,1,2,2,3,3,3
"AUX48839.1|GH20",0,1,0,0,0,0,0,0
"AUX48844.1|CBM12|GH18",0,1,1,1,1,1,1,3
"AUX48960.1|CBM2",0,16,12,0,3,9,7,1
"AUX57314.1|GH23",0,0,0,0,0,0,1,0
"AUX68693.1|CE14",0,0,0,0,1,1,1,0
"AUX69181.1|CBM48|GH13_11",0,0,1,0,0,0,0,0
"AUX70246.1|GT39",0,1,0,0,0,0,0,0
"AUX70452.1|GT4",0,0,0,0,1,0,0,0
"AUX70525.1|GH23",0,0,0,2,0,1,0,0
"AUX76820.1|GH144",0,1,0,0,0,0,1,0
"AUX79662.1|GT4",1,0,0,0,0,0,0,0
"AUX79717.1|GT2",1,0,0,0,0,0,0,0
"AUX80211.1|CE4",0,1,0,0,0,0,0,0
"AUX85325.1|CE4",0,0,1,0,1,0,0,1
"AUX86591.1|GH23",0,1,0,0,0,0,0,0
"AUX92277.1|GH73",0,1,1,0,1,0,1,0
"AUX93347.1|CBM50",0,2,1,0,0,1,0,0
"AUX94894.1|CBM50",1,0,0,0,0,0,0,0
"AUY02066.1|GT2",0,0,1,0,0,0,1,0
"AUY15591.1|GH73",0,0,0,0,1,1,2,1
"AUY25185.1|CBM50",0,0,2,1,0,1,1,0
"AUY36888.1|GT2",0,0,0,0,1,0,0,0
"AUY37660.1|GH4",1,0,0,0,0,0,0,0
"AUY38025.1|CBM5|GH18",0,1,1,0,1,0,1,0
"AUY47851.1|GH18",0,1,0,0,0,0,0,0
"AUY47874.1|GT4",1,0,0,0,0,0,1,0
"AUY48227.1|CBM32",0,3,2,1,0,0,1,0
"AUY48752.1|CBM2|GH18",0,0,0,0,1,0,0,0
"AUY48815.1|GH16",0,0,0,0,1,0,0,0
"AUY48844.1|CBM50",2,1,4,4,3,0,4,1
"AUY48938.1|CBM16|CE4",2,0,0,0,0,0,0,0
"AUY49022.1|CBM16|GH18",0,1,1,0,1,1,0,1
"AUY49071.1|GH23",0,2,0,1,3,2,2,1
"AUY49887.1|GT2",0,0,1,0,0,0,1,1
"AUY50138.1|GT83",0,0,0,0,0,0,0,1
"AUY50348.1|CBM51",2,9,8,6,15,4,9,4
"AUY50433.1|CBM50",1,0,0,0,0,0,0,0
"AUY50695.1|CBM13|GH74",0,0,0,0,0,1,0,0
"AUY51648.1|GT51",0,1,0,0,0,0,0,0
"AUY51780.1|GT2",10,29,15,18,26,17,25,20
"AUY52801.1|CBM32|GH85",0,1,0,0,0,0,1,0
"AUY52877.1|GH23",0,0,0,1,0,0,2,0
"AUY53470.1|CBM13",1,4,2,4,1,0,4,5
"AUY53499.1|CBM63",1,0,0,1,0,0,0,0
"AUY53905.1|GH3",0,0,0,1,2,1,0,1
"AUY53917.1|GH23",0,1,1,1,1,2,1,1
"AUY54429.1|GT2",1,0,0,0,0,0,0,0
"AUY54449.1|GH6",0,1,0,0,0,0,0,0
"AUY54643.1|CBM12",6,22,24,11,26,25,25,20
"AUZ18222.1|GH103",0,1,1,0,0,1,1,0
"AUZ25167.1|CE7",0,0,0,0,0,0,1,0
"AUZ27171.1|CBM50",0,0,0,1,0,0,0,0
"AUZ28668.1|CBM50",0,1,0,0,0,0,0,0
"AUZ30280.1|GH23",0,0,1,0,0,0,0,0
"AUZ34857.1|GT4",0,1,0,0,0,1,0,0
"AUZ34956.1|GH65",0,1,0,1,0,0,0,0
"AUZ35452.1|GT0",0,1,0,0,0,0,1,0
"AUZ35569.1|CBM50",0,0,0,0,0,0,0,1
"AUZ35723.1|GT4",1,0,1,0,0,2,0,0
"AUZ36100.1|CE9",0,2,1,1,0,0,1,1
"AUZ46081.1|GH0",1,3,1,2,5,5,3,1
"AUZ48426.1|CBM50",0,0,0,0,0,0,0,1
"AUZ53817.1|GH103",0,0,0,0,0,0,0,1
"AUZ53833.1|GH20",0,0,0,0,1,1,0,0
"AUZ53845.1|GH35",0,0,0,0,1,0,0,0
"AUZ54190.1|GT2",0,1,0,1,0,2,0,0
"AUZ54736.1|GH23",0,0,0,0,0,0,0,1
"AUZ56172.1|GT2",0,0,0,0,0,1,0,1
"AUZ56330.1|GH18",0,1,1,0,0,1,1,0
"AUZ56659.1|CE4",0,0,0,0,0,0,0,1
"AUZ61471.1|CBM50",0,0,0,0,1,0,0,0
"AUZ73941.1|GT2",0,0,0,0,1,1,0,0
"AUZ77213.1|GT2",0,1,0,0,0,0,1,0
"AUZ84332.1|GT2",0,0,0,1,0,1,0,0
"AUZ87983.1|GT87",1,1,0,1,2,1,1,1
"AUZ88105.1|CBM22|CE4|GH10",1,0,2,2,0,0,2,1
"AUZ88193.1|CBM50|GH23",0,1,0,0,1,1,0,0
"AUZ88649.1|GH23",0,0,0,0,1,0,0,0
"AUZ89182.1|GH55",0,1,0,0,0,0,0,0
"AUZ89291.1|CBM50",0,1,0,0,0,0,1,0
"AVA13236.1|CBM50",0,0,0,1,0,0,0,1
"AVA14799.1|PL0",1,1,0,1,0,1,0,0
"AVA15399.1|GT4",0,1,0,1,0,1,3,4
"AVA21293.1|GH25",0,0,0,1,1,0,0,1
"AVA21407.1|CBM50",0,0,0,0,0,0,1,0
"AVA22871.1|CBM50",4,11,10,7,9,17,9,10
"AVA24688.1|GH15",0,1,0,0,0,0,0,0
"AVA25168.1|GH13_26",0,0,0,1,0,0,0,0
"AVA25249.1|GT2",16,30,16,10,42,29,37,36
"AVA25983.1|GH13_16",0,1,1,0,0,0,0,0
"AVA26034.1|GT2|GT83",0,3,2,2,2,2,3,1
"AVA26195.1|GT2",0,1,0,0,0,0,1,0
"AVA26365.1|GT35",0,0,1,0,0,1,1,0
"AVA33903.1|GT2",0,0,1,0,0,0,0,0
"AVA35812.1|GT83",0,0,0,0,0,0,1,0
"AVA37678.1|GT2",0,0,0,0,0,1,0,0
"AVB08106.1|GT51",0,1,0,0,0,0,1,1
"AVB19143.1|PL3_1",0,0,0,0,1,0,0,1
"AVB32427.1|GT2",0,1,0,0,1,0,0,0
"AVB33463.1|GH18",0,0,0,0,0,1,1,0
"AVB39769.1|GT2",0,1,0,0,0,0,3,0
"AVB40395.1|CE9",1,0,0,0,0,0,0,0
"AVB48370.1|GT2",0,0,1,0,0,1,1,0
"AVB52051.1|GT2",0,0,0,0,0,0,0,1
"AVB59302.1|GT2",1,0,1,0,0,0,0,1
"AVB60342.1|GH18",0,0,0,0,1,0,0,0
"AVB63941.1|GH18",0,2,0,1,1,2,1,0
"AVB66466.1|GT2",0,0,1,0,0,0,0,0
"AVC05420.1|GH13_36|3.2.1.1",0,1,1,0,1,0,0,1
"AVC42201.1|GH73",0,0,0,1,0,0,0,1
"AVC46352.1|GT4",1,4,2,1,4,2,2,1
"AVC51411.1|CBM50",0,1,0,0,0,0,2,0
"AVC51625.1|GH144",0,2,0,0,1,1,0,0
"AVD35414.1|GH18",5,9,5,7,14,5,6,6
"AVD41145.1|GH18",9,21,17,10,15,12,23,14
"AVD54237.1|CBM50",6,15,12,9,10,6,11,12
"AVD55375.1|CBM50",0,1,0,0,0,0,0,2
"AVD56209.1|GH23",0,0,0,1,0,0,0,0
"AVD56265.1|GT51",0,1,0,0,0,0,0,0
"AVD56590.1|CBM50",0,0,0,0,0,0,1,0
"AVD56959.1|GH25",3,3,2,1,1,0,3,4
"AVD57362.1|CBM50",0,1,0,0,0,0,0,0
"AVD70310.1|GT28",0,1,0,0,0,0,0,0
"AVD70564.1|GT4",219,603,391,387,517,427,639,494
"AVD70565.1|GT4",1,1,0,0,0,1,0,1
"AVD71766.1|GT9",0,0,1,0,1,0,1,0
"AVD72147.1|GT2",0,0,1,0,0,0,2,0
"AVD78790.1|GT83",0,0,1,0,0,0,1,0
"AVD83320.1|GT4",0,0,1,0,0,0,0,0
"AVD83345.1|GT2",0,1,0,0,0,0,0,0
"AVD93781.1|GT51",0,0,0,0,0,1,0,0
"AVD99124.1|GH23",0,1,1,1,1,1,2,1
"AVE06452.1|GT0",0,0,1,0,0,0,0,0
"AVE48680.1|CBM50",0,0,0,0,0,1,0,0
"AVE60202.1|CBM5|GH18",0,1,0,0,0,0,0,0
"AVE67373.1|GT19",1,0,0,0,0,0,0,0
"AVE71774.1|GH0",0,0,0,0,0,1,0,0
"AVE77698.1|GH0",0,0,0,0,1,1,0,0
"AVE82761.1|CBM50",0,1,0,0,0,0,0,1
"AVF02445.1|CBM50",0,2,0,0,1,0,2,0
"AVF02844.1|GT2",0,0,0,0,0,1,0,0
"AVF06041.1|GT2",0,2,0,0,0,1,0,0
"AVF15566.1|GH108",1,0,0,0,0,0,0,0
"AVF19998.1|CE3",0,2,0,0,0,0,1,1
"AVF23265.1|GH0",0,0,0,0,1,0,0,0
"AVF25919.1|GH0",1,0,0,0,0,0,0,0
"AVF26277.1|CBM13",0,0,0,1,0,0,2,0
"AVF30696.1|GH0",0,1,0,0,0,0,0,1
"AVF31853.1|GH0",0,1,0,0,0,0,0,0
"AVF34023.1|CBM5|GH18",0,1,0,0,0,0,1,0
"AVF41494.1|GH104",0,0,0,0,0,0,1,0
"AVF42252.1|CBM50",0,0,0,0,0,0,0,1
"AVF45289.1|CBM50",0,0,0,0,0,1,0,0
"AVG11854.1|GH0",0,0,0,0,1,0,0,0
"AVG14664.1|GT4",0,1,0,0,0,0,0,0
"AVG15426.1|GH16",0,2,3,2,0,1,3,3
"AVG18712.1|GH3",0,1,0,0,0,0,0,0
"AVG24566.1|GT2|GT4",1,0,1,0,0,0,0,0
"AVG34810.1|GH23",0,1,0,0,0,0,0,0
"AVG35235.1|CE9",0,0,0,0,0,1,0,0
"AVG40206.1|GH103",0,0,1,1,0,1,1,0
"AVG42327.1|GT2",1,1,0,1,0,0,0,1
"AVG43264.1|CE4",0,1,0,0,0,0,0,0
"AVG51258.1|GH0",0,1,0,0,0,0,0,0
"AVG54074.1|GH0",0,0,1,1,0,0,0,0
"AVG62583.1|GH0",0,0,1,0,1,0,0,1
"AVH16197.1|GH3",1,0,0,0,0,0,0,0
"AVH18851.1|GH1",1,0,0,0,0,0,0,0
"AVH19389.1|GT4",1,0,0,0,0,0,0,0
"AVH20772.1|GH23",0,1,1,0,1,0,0,1
"AVH22404.1|GH23",0,0,0,0,0,1,0,0
"AVH24098.1|CBM50",1,0,0,0,0,0,1,0
"AVH25461.1|CE9",1,0,0,0,0,0,0,0
"AVH25628.1|GT28",0,0,0,0,0,1,0,0
"AVH25671.1|GT87",0,0,1,0,0,0,0,1
"AVH30541.1|CBM41|CBM48|GH13_13|GH13_37",0,0,1,0,0,0,0,0
"AVH31035.1|GH23",1,0,0,0,1,0,0,0
"AVH33292.1|GH24",2,1,0,1,1,0,2,1
"AVH33468.1|CBM5|GH18",1,1,1,0,1,0,2,0
"AVH37490.1|GT4",1,3,1,0,6,2,1,2
"AVH38648.1|GT2",0,0,0,0,1,0,0,0
"AVH38800.1|GT4",1,0,0,0,0,0,0,0
"AVH42288.1|GH23",0,0,0,0,1,0,0,1
"AVH42828.1|CE9",0,0,0,0,1,0,0,0
"AVH43826.1|CBM50",0,4,0,0,1,1,1,0
"AVH46163.1|GH0",1,1,3,1,1,1,1,2
"AVH46190.1|GT0",0,0,0,1,1,1,0,1
"AVH55289.1|CE1",0,0,0,0,1,0,0,0
"AVH55330.1|GT4",0,0,1,0,0,0,0,0
"AVH55430.1|CBM6",0,1,0,0,0,1,0,0
"AVH56797.1|GT2",0,0,0,0,0,0,1,0
"AVH57134.1|GH23",0,1,0,1,1,1,0,0
"AVH57914.1|CBM0",0,4,1,1,1,2,3,2
"AVH58338.1|GT2",0,0,0,0,1,0,0,0
"AVH58432.1|GT2",0,0,1,0,0,0,1,0
"AVH60414.1|CE7",0,0,0,0,0,0,1,0
"AVH61621.1|GT87",1,1,1,1,2,3,1,3
"AVH62369.1|GT4",0,1,0,0,2,2,1,0
"AVH62373.1|GT4",0,1,0,0,0,0,0,0
"AVH62884.1|GT2",0,2,2,1,2,3,2,1
"AVH62886.1|GT2|GT4",5,13,12,5,18,15,16,14
"AVH62956.1|PL0",0,0,0,0,1,0,0,0
"AVH64308.1|GH25",0,1,0,0,0,0,0,0
"AVH64570.1|GT2",3,4,10,3,11,10,11,6
"AVH64843.1|GH65",1,0,0,0,0,0,0,0
"AVH65160.1|GT2",0,1,0,0,0,0,0,0
"AVH66927.1|GH133",1,1,0,1,0,0,1,1
"AVH67207.1|CBM48|GH13",0,1,1,2,0,1,0,2
"AVH69900.1|GT2",0,1,0,0,1,0,0,0
"AVH69901.1|GT2",0,0,1,0,0,0,1,0
"AVH69905.1|GT41",1,1,1,2,4,6,3,4
"AVH71406.1|GT2",0,0,0,1,0,0,0,0
"AVH72985.1|CBM50",0,0,0,0,0,1,0,0
"AVH73204.1|GH133",0,0,0,0,1,1,0,0
"AVH73601.1|GH0",1,0,0,0,0,0,1,0
"AVH74064.1|GH65",0,1,1,0,2,1,0,0
"AVH74102.1|GH29",0,0,1,1,0,0,1,0
"AVH74709.1|GH23",0,0,0,0,0,1,0,0
"AVH79593.1|GT41",0,3,4,2,3,2,4,2
"AVH82013.1|GH46",0,1,0,1,0,1,0,1
"AVH92621.1|CE4",0,0,0,0,0,0,1,0
"AVH93843.1|GH109",0,0,1,0,0,0,0,0
"AVH94073.1|GH1",0,0,0,1,0,0,0,0
"AVH95752.1|GT4",0,1,0,0,0,0,0,0
"AVH95755.1|GH0",0,2,0,3,4,1,1,3
"AVH95862.1|GH23",1,0,1,1,1,2,1,1
"AVH96084.1|CBM13",0,0,0,1,0,0,0,0
"AVH96213.1|CE9",0,1,0,0,0,0,1,0
"AVH97138.1|CBM50|GH23",0,1,1,1,1,0,1,1
"AVH97204.1|GT2",0,0,1,0,0,0,0,0
"AVH97375.1|CBM2|GH18",0,0,0,0,1,0,0,0
"AVH99258.1|GH23",0,1,0,0,0,0,0,0
"AVH99623.1|CBM12",1,1,0,1,0,0,0,1
"AVI11433.1|GT51",0,1,0,0,0,0,0,0
"AVI11958.1|GH18",0,1,1,0,0,0,2,1
"AVI21393.1|CBM2|GH5_1",0,0,1,0,1,3,0,2
"AVI23428.1|CBM2|GH5_1",1,2,3,1,1,3,3,3
"AVI35357.1|GH23",0,0,0,0,0,0,0,1
"AVI48994.1|GH23",0,0,0,0,0,0,0,1
"AVI49078.1|GH23",0,0,0,1,0,0,0,0
"AVI49956.1|CBM50",1,11,9,8,14,18,16,12
"AVI51818.1|GT0",0,0,0,0,0,0,1,0
"AVI60601.1|GT51",0,0,0,0,0,1,0,0
"AVI60826.1|GT22",1,30,21,3,27,25,27,18
"AVI63051.1|CBM50",0,0,0,0,0,0,0,1
"AVI67317.1|GH109",0,1,0,0,0,0,0,1
"AVJ17562.1|CBM50",0,1,0,0,0,0,0,0
"AVJ21857.1|GT4",1,0,0,0,0,0,0,0
"AVJ28809.1|GH103",1,1,0,0,2,2,4,2
"AVJ31429.1|GH23",0,0,0,0,1,0,0,1
"AVJ32575.1|GT19",0,1,1,0,0,1,0,0
"AVJ35143.1|CE12",0,0,0,0,1,1,0,1
"AVJ35410.1|CE4",0,0,0,0,1,0,0,0
"AVJ38617.1|GH0",1,0,0,0,0,1,0,0
"AVJ53398.1|GT2",0,0,0,0,1,0,0,0
"AVJ54071.1|GT9",1,7,4,4,4,0,4,4
"AVJ55255.1|GH23",0,1,0,0,0,0,0,0
"AVJ57376.1|GT30",0,1,0,0,0,0,0,0
"AVJ80145.1|GT2",0,1,1,0,2,0,1,0
"AVK50697.1|GT0",0,0,0,0,0,0,1,0
"AVK60256.1|GH23",0,1,0,0,0,0,0,0
"AVK60339.1|GT51",0,1,0,0,0,0,1,1
"AVK60625.1|CBM50",2,7,3,2,4,1,2,3
"AVK61074.1|CBM50|GH23",1,0,0,0,1,0,0,1
"AVK61384.1|CBM50",1,0,0,0,0,0,1,0
"AVK61599.1|CE1",1,6,6,1,2,3,4,3
"AVK63231.1|CBM50",3,6,2,2,0,1,4,2
"AVK63665.1|CBM50|GH23",0,0,1,1,0,0,1,0
"AVK63972.1|CBM50",1,0,1,0,0,0,0,0
"AVK64288.1|CBM50|GH23",0,0,0,0,1,0,0,0
"AVK64791.1|GH73",0,0,0,0,1,0,0,1
"AVK86235.1|CBM50",0,1,0,0,0,2,0,1
"AVK86847.1|CBM50",1,0,0,0,0,0,0,0
"AVK88969.1|CE1",0,1,0,0,0,0,0,0
"AVK89153.1|GH23",0,1,0,0,1,0,0,0
"AVK95871.1|GT51",0,0,0,0,0,1,0,0
"AVK96606.1|CE9",0,0,0,0,0,0,2,1
"AVK97620.1|CBM50",0,0,0,1,1,0,0,1
"AVL00101.1|CBM50",1,1,0,0,1,1,0,0
"AVL01660.1|CBM50",0,2,1,1,1,0,0,1
"AVL02664.1|GH73",1,2,0,0,0,0,0,0
"AVL19316.1|GT41",1,0,2,1,1,1,2,1
"AVL21107.1|GH36",1,0,0,0,0,0,0,0
"AVL52940.1|GT0",2,0,1,1,1,1,3,1
